# path	class	soname	elf_type
usr/lib/security/pam_localuser.so	library	pam_localuser.so	DYN (Shared object file)
usr/lib/security/pam_loginuid.so	library	pam_loginuid.so	DYN (Shared object file)
usr/lib/security/pam_mail.so	library	pam_mail.so	DYN (Shared object file)
usr/lib/security/pam_mkhomedir.so	library	pam_mkhomedir.so	DYN (Shared object file)
usr/lib/security/pam_motd.so	library	pam_motd.so	DYN (Shared object file)
usr/lib/security/pam_namespace.so	library	pam_namespace.so	DYN (Shared object file)
usr/lib/security/pam_nologin.so	library	pam_nologin.so	DYN (Shared object file)
usr/lib/security/pam_permit.so	library	pam_permit.so	DYN (Shared object file)
usr/lib/security/pam_pwhistory.so	library	pam_pwhistory.so	DYN (Shared object file)
usr/lib/security/pam_rhosts.so	library	pam_rhosts.so	DYN (Shared object file)
usr/lib/security/pam_rootok.so	library	pam_rootok.so	DYN (Shared object file)
usr/lib/security/pam_securetty.so	library	pam_securetty.so	DYN (Shared object file)
usr/lib/security/pam_setquota.so	library	pam_setquota.so	DYN (Shared object file)
usr/lib/security/pam_shells.so	library	pam_shells.so	DYN (Shared object file)
usr/lib/security/pam_stress.so	library	pam_stress.so	DYN (Shared object file)
usr/lib/security/pam_succeed_if.so	library	pam_succeed_if.so	DYN (Shared object file)
usr/lib/security/pam_time.so	library	pam_time.so	DYN (Shared object file)
usr/lib/security/pam_timestamp.so	library	pam_timestamp.so	DYN (Shared object file)
usr/lib/security/pam_umask.so	library	pam_umask.so	DYN (Shared object file)
usr/lib/security/pam_unix.so	library	pam_unix.so	DYN (Shared object file)
usr/lib/security/pam_usertype.so	library	pam_usertype.so	DYN (Shared object file)
usr/lib/security/pam_warn.so	library	pam_warn.so	DYN (Shared object file)
usr/lib/security/pam_wheel.so	library	pam_wheel.so	DYN (Shared object file)
usr/lib/security/pam_xauth.so	library	pam_xauth.so	DYN (Shared object file)
usr/lib/slang/v2/modules/base64-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/chksum-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/csv-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/fcntl-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/fork-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/histogram-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/iconv-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/json-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/pcre-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/png-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/rand-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/select-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/slsmg-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/socket-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/stats-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/sysconf-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/termios-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/varray-module.so	plugin	-	DYN (Shared object file)
usr/lib/slang/v2/modules/zlib-module.so	plugin	-	DYN (Shared object file)
usr/lib/tc/m_xt.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_DNAT.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_DNPT.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_HL.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_LOG.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_MASQUERADE.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_NETMAP.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_REDIRECT.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_REJECT.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_SNAT.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_SNPT.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_ah.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_dst.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_eui64.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_frag.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_hbh.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_hl.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_icmp6.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_ipv6header.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_mh.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_rt.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libip6t_srh.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_CLUSTERIP.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_DNAT.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_ECN.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_LOG.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_MASQUERADE.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_NETMAP.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_REDIRECT.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_REJECT.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_SNAT.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_TTL.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_ULOG.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_ah.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_icmp.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_realm.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libipt_ttl.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_AUDIT.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_CHECKSUM.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_CLASSIFY.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_CONNMARK.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_CONNSECMARK.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_CT.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_DSCP.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_HMARK.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_IDLETIMER.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_LED.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_MARK.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_NFLOG.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_NFQUEUE.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_RATEEST.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_SECMARK.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_SET.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_SYNPROXY.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_TCPMSS.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_TCPOPTSTRIP.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_TEE.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_TOS.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_TPROXY.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_TRACE.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_addrtype.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_bpf.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_cgroup.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_cluster.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_comment.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_connbytes.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_connlimit.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_connmark.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_conntrack.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_cpu.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_dccp.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_devgroup.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_dscp.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_ecn.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_esp.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_hashlimit.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_helper.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_ipcomp.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_iprange.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_ipvs.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_length.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_limit.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_mac.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_mark.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_multiport.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_nfacct.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_osf.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_owner.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_physdev.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_pkttype.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_policy.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_quota.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_rateest.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_recent.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_rpfilter.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_sctp.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_set.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_socket.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_standard.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_statistic.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_string.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_tcp.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_tcpmss.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_time.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_tos.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_u32.so	plugin	-	DYN (Shared object file)
usr/lib/xtables/libxt_udp.so	plugin	-	DYN (Shared object file)
usr/libexec/coreutils/libstdbuf.so	plugin	-	DYN (Shared object file)
usr/libexec/sudo/audit_json.so	library	audit_json.so	DYN (Shared object file)
usr/libexec/sudo/group_file.so	library	group_file.so	DYN (Shared object file)
usr/libexec/sudo/libsudo_util.so.0.0.0	library	libsudo_util.so.0	DYN (Shared object file)
usr/libexec/sudo/sample_approval.so	library	sample_approval.so	DYN (Shared object file)
usr/libexec/sudo/sudo_noexec.so	library	libsudo_noexec.so	DYN (Shared object file)
usr/libexec/sudo/sudoers.so	library	sudoers.so	DYN (Shared object file)
usr/libexec/sudo/system_group.so	library	system_group.so	DYN (Shared object file)

# symlink chains (symlink -> ... -> real file), sorted by symlink path
usr/lib/ld-linux-armhf.so.3 -> usr/lib/ld-2.31.so
usr/lib/libImlib2.so -> usr/lib/libImlib2.so.1.6.1
usr/lib/libImlib2.so.1 -> usr/lib/libImlib2.so.1.6.1
usr/lib/libSDL2-2.0.so.0 -> usr/lib/libSDL2-2.0.so.0.14.0
usr/lib/libSDL2.so -> usr/lib/libSDL2-2.0.so.0.14.0
usr/lib/libanl.so.1 -> usr/lib/libanl-2.31.so
usr/lib/libao.so -> usr/lib/libao.so.4.1.0
usr/lib/libao.so.4 -> usr/lib/libao.so.4.1.0
usr/lib/libasound.so -> usr/lib/libasound.so.2.0.0
usr/lib/libasound.so.2 -> usr/lib/libasound.so.2.0.0
usr/lib/libatomic.so.1 -> usr/lib/libatomic.so.1.2.0
usr/lib/libatopology.so -> usr/lib/libatopology.so.2.0.0
usr/lib/libatopology.so.2 -> usr/lib/libatopology.so.2.0.0
usr/lib/libblkid.so -> usr/lib/libblkid.so.1.1.0
usr/lib/libblkid.so.1 -> usr/lib/libblkid.so.1.1.0
usr/lib/libbluetooth.so -> usr/lib/libbluetooth.so.3.19.5
usr/lib/libbluetooth.so.3 -> usr/lib/libbluetooth.so.3.19.5
usr/lib/libbz2.so -> usr/lib/libbz2.so.1.0.8
usr/lib/libbz2.so.1.0 -> usr/lib/libbz2.so.1.0.8
usr/lib/libc.so.6 -> usr/lib/libc-2.31.so
usr/lib/libcap-ng.so -> usr/lib/libcap-ng.so.0.0.0
usr/lib/libcap-ng.so.0 -> usr/lib/libcap-ng.so.0.0.0
usr/lib/libcap.so -> usr/lib/libcap.so.2 -> usr/lib/libcap.so.2.48
usr/lib/libcap.so.2 -> usr/lib/libcap.so.2.48
usr/lib/libcmocka.so -> usr/lib/libcmocka.so.0 -> usr/lib/libcmocka.so.0.7.0
usr/lib/libcmocka.so.0 -> usr/lib/libcmocka.so.0.7.0
usr/lib/libcom_err.so -> usr/lib/libcom_err.so.2 -> usr/lib/libcom_err.so.2.1
usr/lib/libcom_err.so.2 -> usr/lib/libcom_err.so.2.1
usr/lib/libcrypt.so.1 -> usr/lib/libcrypt-2.31.so
usr/lib/libcrypto.so -> usr/lib/libcrypto.so.1.1
usr/lib/libcurl.so -> usr/lib/libcurl.so.4.7.0
usr/lib/libcurl.so.4 -> usr/lib/libcurl.so.4.7.0
usr/lib/libdaemon.so -> usr/lib/libdaemon.so.0.5.0
usr/lib/libdaemon.so.0 -> usr/lib/libdaemon.so.0.5.0
usr/lib/libdbus-1.so -> usr/lib/libdbus-1.so.3.19.13
usr/lib/libdbus-1.so.3 -> usr/lib/libdbus-1.so.3.19.13
usr/lib/libdbus-c++-1.so -> usr/lib/libdbus-c++-1.so.0.0.0
usr/lib/libdbus-c++-1.so.0 -> usr/lib/libdbus-c++-1.so.0.0.0
usr/lib/libdbus-c++-glib-1.so -> usr/lib/libdbus-c++-glib-1.so.0.0.0
usr/lib/libdbus-c++-glib-1.so.0 -> usr/lib/libdbus-c++-glib-1.so.0.0.0
usr/lib/libdbus-glib-1.so -> usr/lib/libdbus-glib-1.so.2.3.4
usr/lib/libdbus-glib-1.so.2 -> usr/lib/libdbus-glib-1.so.2.3.4
usr/lib/libdcerpc-binding.so -> usr/lib/libdcerpc-binding.so.0.0.1
usr/lib/libdcerpc-binding.so.0 -> usr/lib/libdcerpc-binding.so.0.0.1
usr/lib/libdcerpc-samr.so -> usr/lib/libdcerpc-samr.so.0.0.1
usr/lib/libdcerpc-samr.so.0 -> usr/lib/libdcerpc-samr.so.0.0.1
usr/lib/libdcerpc-server-core.so -> usr/lib/libdcerpc-server-core.so.0.0.1
usr/lib/libdcerpc-server-core.so.0 -> usr/lib/libdcerpc-server-core.so.0.0.1
usr/lib/libdcerpc.so -> usr/lib/libdcerpc.so.0.0.1
usr/lib/libdcerpc.so.0 -> usr/lib/libdcerpc.so.0.0.1
usr/lib/libdl.so.2 -> usr/lib/libdl-2.31.so
usr/lib/libdrop_ambient.so -> usr/lib/libdrop_ambient.so.0.0.0
usr/lib/libdrop_ambient.so.0 -> usr/lib/libdrop_ambient.so.0.0.0
usr/lib/libe2p.so -> usr/lib/libe2p.so.2 -> usr/lib/libe2p.so.2.3
usr/lib/libe2p.so.2 -> usr/lib/libe2p.so.2.3
usr/lib/libev.so -> usr/lib/libev.so.4.0.0
usr/lib/libev.so.4 -> usr/lib/libev.so.4.0.0
usr/lib/libevdev.so -> usr/lib/libevdev.so.2 -> usr/lib/libevdev.so.2.3.0
usr/lib/libevdev.so.2 -> usr/lib/libevdev.so.2.3.0
usr/lib/libevent-2.1.so.7 -> usr/lib/libevent-2.1.so.7.0.1
usr/lib/libevent.so -> usr/lib/libevent-2.1.so.7.0.1
usr/lib/libevent_core-2.1.so.7 -> usr/lib/libevent_core-2.1.so.7.0.1
usr/lib/libevent_core.so -> usr/lib/libevent_core-2.1.so.7.0.1
usr/lib/libevent_extra-2.1.so.7 -> usr/lib/libevent_extra-2.1.so.7.0.1
usr/lib/libevent_extra.so -> usr/lib/libevent_extra-2.1.so.7.0.1
usr/lib/libevent_openssl-2.1.so.7 -> usr/lib/libevent_openssl-2.1.so.7.0.1
usr/lib/libevent_openssl.so -> usr/lib/libevent_openssl-2.1.so.7.0.1
usr/lib/libevent_pthreads-2.1.so.7 -> usr/lib/libevent_pthreads-2.1.so.7.0.1
usr/lib/libevent_pthreads.so -> usr/lib/libevent_pthreads-2.1.so.7.0.1
usr/lib/libexpat.so -> usr/lib/libexpat.so.1.8.1
usr/lib/libexpat.so.1 -> usr/lib/libexpat.so.1.8.1
usr/lib/libext2fs.so -> usr/lib/libext2fs.so.2 -> usr/lib/libext2fs.so.2.4
usr/lib/libext2fs.so.2 -> usr/lib/libext2fs.so.2.4
usr/lib/libfdisk.so -> usr/lib/libfdisk.so.1.1.0
usr/lib/libfdisk.so.1 -> usr/lib/libfdisk.so.1.1.0
usr/lib/libfdt.so -> usr/lib/libfdt.so.1 -> usr/lib/libfdt-1.6.0.so
usr/lib/libfdt.so.1 -> usr/lib/libfdt-1.6.0.so
usr/lib/libffi.so -> usr/lib/libffi.so.7.1.0
usr/lib/libffi.so.7 -> usr/lib/libffi.so.7.1.0
usr/lib/libfl.so -> usr/lib/libfl.so.2.0.0
usr/lib/libfl.so.2 -> usr/lib/libfl.so.2.0.0
usr/lib/libfluidsynth.so -> usr/lib/libfluidsynth.so.3 -> usr/lib/libfluidsynth.so.3.0.0
usr/lib/libfluidsynth.so.3 -> usr/lib/libfluidsynth.so.3.0.0
usr/lib/libformw.so -> usr/lib/libformw.so.6 -> usr/lib/libformw.so.6.1
usr/lib/libformw.so.6 -> usr/lib/libformw.so.6.1
usr/lib/libfreetype.so -> usr/lib/libfreetype.so.6.17.4
usr/lib/libfreetype.so.6 -> usr/lib/libfreetype.so.6.17.4
usr/lib/libgcrypt.so -> usr/lib/libgcrypt.so.20.3.3
usr/lib/libgcrypt.so.20 -> usr/lib/libgcrypt.so.20.3.3
usr/lib/libgfortran.so.5 -> usr/lib/libgfortran.so.5.0.0
usr/lib/libgif.so -> usr/lib/libgif.so.7 -> usr/lib/libgif.so.7.2.0
usr/lib/libgif.so.7 -> usr/lib/libgif.so.7.2.0
usr/lib/libgio-2.0.so -> usr/lib/libgio-2.0.so.0 -> usr/lib/libgio-2.0.so.0.6600.8
usr/lib/libgio-2.0.so.0 -> usr/lib/libgio-2.0.so.0.6600.8
usr/lib/libgirepository-1.0.so -> usr/lib/libgirepository-1.0.so.1 -> usr/lib/libgirepository-1.0.so.1.0.0
usr/lib/libgirepository-1.0.so.1 -> usr/lib/libgirepository-1.0.so.1.0.0
usr/lib/libglib-2.0.so -> usr/lib/libglib-2.0.so.0 -> usr/lib/libglib-2.0.so.0.6600.8
usr/lib/libglib-2.0.so.0 -> usr/lib/libglib-2.0.so.0.6600.8
usr/lib/libgmodule-2.0.so -> usr/lib/libgmodule-2.0.so.0 -> usr/lib/libgmodule-2.0.so.0.6600.8
usr/lib/libgmodule-2.0.so.0 -> usr/lib/libgmodule-2.0.so.0.6600.8
usr/lib/libgmp.so -> usr/lib/libgmp.so.10.4.1
usr/lib/libgmp.so.10 -> usr/lib/libgmp.so.10.4.1
usr/lib/libgmpxx.so -> usr/lib/libgmpxx.so.4.6.1
usr/lib/libgmpxx.so.4 -> usr/lib/libgmpxx.so.4.6.1
usr/lib/libgnutls.so -> usr/lib/libgnutls.so.30.29.1
usr/lib/libgnutls.so.30 -> usr/lib/libgnutls.so.30.29.1
usr/lib/libgnutlsxx.so -> usr/lib/libgnutlsxx.so.28.1.0
usr/lib/libgnutlsxx.so.28 -> usr/lib/libgnutlsxx.so.28.1.0
usr/lib/libgobject-2.0.so -> usr/lib/libgobject-2.0.so.0 -> usr/lib/libgobject-2.0.so.0.6600.8
usr/lib/libgobject-2.0.so.0 -> usr/lib/libgobject-2.0.so.0.6600.8
usr/lib/libgomp.so.1 -> usr/lib/libgomp.so.1.0.0
usr/lib/libgpg-error.so -> usr/lib/libgpg-error.so.0.31.1
usr/lib/libgpg-error.so.0 -> usr/lib/libgpg-error.so.0.31.1
usr/lib/libgpm.so -> usr/lib/libgpm.so.2.1.0
usr/lib/libgpm.so.2 -> usr/lib/libgpm.so.2.1.0
usr/lib/libgthread-2.0.so -> usr/lib/libgthread-2.0.so.0 -> usr/lib/libgthread-2.0.so.0.6600.8
usr/lib/libgthread-2.0.so.0 -> usr/lib/libgthread-2.0.so.0.6600.8
usr/lib/libgudev-1.0.so -> usr/lib/libgudev-1.0.so.0.2.0
usr/lib/libgudev-1.0.so.0 -> usr/lib/libgudev-1.0.so.0.2.0
usr/lib/libhid.so -> usr/lib/libhid.so.0.0.0
usr/lib/libhid.so.0 -> usr/lib/libhid.so.0.0.0
usr/lib/libhidapi-hidraw.so -> usr/lib/libhidapi-hidraw.so.0.0.0
usr/lib/libhidapi-hidraw.so.0 -> usr/lib/libhidapi-hidraw.so.0.0.0
usr/lib/libhidapi-libusb.so -> usr/lib/libhidapi-libusb.so.0.0.0
usr/lib/libhidapi-libusb.so.0 -> usr/lib/libhidapi-libusb.so.0.0.0
usr/lib/libhistory.so -> usr/lib/libhistory.so.8 -> usr/lib/libhistory.so.8.1
usr/lib/libhistory.so.8 -> usr/lib/libhistory.so.8.1
usr/lib/libhogweed.so -> usr/lib/libhogweed.so.6.4
usr/lib/libhogweed.so.6 -> usr/lib/libhogweed.so.6.4
usr/lib/libi2c.so -> usr/lib/libi2c.so.0 -> usr/lib/libi2c.so.0.1.1
usr/lib/libi2c.so.0 -> usr/lib/libi2c.so.0.1.1
usr/lib/libid3tag.so -> usr/lib/libid3tag.so.0.3.0
usr/lib/libid3tag.so.0 -> usr/lib/libid3tag.so.0.3.0
usr/lib/libinotifytools.so -> usr/lib/libinotifytools.so.0.4.1
usr/lib/libinotifytools.so.0 -> usr/lib/libinotifytools.so.0.4.1
usr/lib/libinput.so -> usr/lib/libinput.so.10 -> usr/lib/libinput.so.10.13.0
usr/lib/libinput.so.10 -> usr/lib/libinput.so.10.13.0
usr/lib/libip4tc.so -> usr/lib/libip4tc.so.2.0.0
usr/lib/libip4tc.so.2 -> usr/lib/libip4tc.so.2.0.0
usr/lib/libip6tc.so -> usr/lib/libip6tc.so.2.0.0
usr/lib/libip6tc.so.2 -> usr/lib/libip6tc.so.2.0.0
usr/lib/libiw.so -> usr/lib/libiw.so.30
usr/lib/libjack.so -> usr/lib/libjack.so.0.0.28
usr/lib/libjack.so.0 -> usr/lib/libjack.so.0.0.28
usr/lib/libjim.so -> usr/lib/libjim.so.0.79
usr/lib/libjpeg.so -> usr/lib/libjpeg.so.8 -> usr/lib/libjpeg.so.8.2.2
usr/lib/libjpeg.so.8 -> usr/lib/libjpeg.so.8.2.2
usr/lib/libjq.so -> usr/lib/libjq.so.1.0.4
usr/lib/libjq.so.1 -> usr/lib/libjq.so.1.0.4
usr/lib/libkmod.so -> usr/lib/libkmod.so.2.3.6
usr/lib/libkmod.so.2 -> usr/lib/libkmod.so.2.3.6
usr/lib/liblftp-jobs.so -> usr/lib/liblftp-jobs.so.0.0.0
usr/lib/liblftp-jobs.so.0 -> usr/lib/liblftp-jobs.so.0.0.0
usr/lib/liblftp-tasks.so -> usr/lib/liblftp-tasks.so.0.0.0
usr/lib/liblftp-tasks.so.0 -> usr/lib/liblftp-tasks.so.0.0.0
usr/lib/liblockfile.so -> usr/lib/liblockfile.so.1.0
usr/lib/liblockfile.so.1 -> usr/lib/liblockfile.so -> usr/lib/liblockfile.so.1.0
usr/lib/liblzma.so -> usr/lib/liblzma.so.5.2.5
usr/lib/liblzma.so.5 -> usr/lib/liblzma.so.5.2.5
usr/lib/liblzo2.so -> usr/lib/liblzo2.so.2 -> usr/lib/liblzo2.so.2.0.0
usr/lib/liblzo2.so.2 -> usr/lib/liblzo2.so.2.0.0
usr/lib/libm.so.6 -> usr/lib/libm-2.31.so
usr/lib/libmagic.so -> usr/lib/libmagic.so.1.0.0
usr/lib/libmagic.so.1 -> usr/lib/libmagic.so.1.0.0
usr/lib/libmenuw.so -> usr/lib/libmenuw.so.6 -> usr/lib/libmenuw.so.6.1
usr/lib/libmenuw.so.6 -> usr/lib/libmenuw.so.6.1
usr/lib/libmodplug.so -> usr/lib/libmodplug.so.1.0.0
usr/lib/libmodplug.so.1 -> usr/lib/libmodplug.so.1.0.0
usr/lib/libmount.so -> usr/lib/libmount.so.1.1.0
usr/lib/libmount.so.1 -> usr/lib/libmount.so.1.1.0
usr/lib/libmpg123.so -> usr/lib/libmpg123.so.0.44.12
usr/lib/libmpg123.so.0 -> usr/lib/libmpg123.so.0.44.12
usr/lib/libmtdev.so -> usr/lib/libmtdev.so.1.0.0
usr/lib/libmtdev.so.1 -> usr/lib/libmtdev.so.1.0.0
usr/lib/libncursesw.so -> usr/lib/libncursesw.so.6 -> usr/lib/libncursesw.so.6.1
usr/lib/libncursesw.so.6 -> usr/lib/libncursesw.so.6.1
usr/lib/libndr-krb5pac.so -> usr/lib/libndr-krb5pac.so.0.0.1
usr/lib/libndr-krb5pac.so.0 -> usr/lib/libndr-krb5pac.so.0.0.1
usr/lib/libndr-nbt.so -> usr/lib/libndr-nbt.so.0.0.1
usr/lib/libndr-nbt.so.0 -> usr/lib/libndr-nbt.so.0.0.1
usr/lib/libndr-standard.so -> usr/lib/libndr-standard.so.0.0.1
usr/lib/libndr-standard.so.0 -> usr/lib/libndr-standard.so.0.0.1
usr/lib/libndr.so -> usr/lib/libndr.so.1.0.1
usr/lib/libndr.so.1 -> usr/lib/libndr.so.1.0.1
usr/lib/libnetapi.so -> usr/lib/libnetapi.so.0
usr/lib/libnettle.so -> usr/lib/libnettle.so.8.4
usr/lib/libnettle.so.8 -> usr/lib/libnettle.so.8.4
usr/lib/libnewt.so -> usr/lib/libnewt.so.0.52 -> usr/lib/libnewt.so.0.52.21
usr/lib/libnewt.so.0.52 -> usr/lib/libnewt.so.0.52.21
usr/lib/libnl-3.so -> usr/lib/libnl-3.so.200.26.0
usr/lib/libnl-3.so.200 -> usr/lib/libnl-3.so.200.26.0
usr/lib/libnl-genl-3.so -> usr/lib/libnl-genl-3.so.200.26.0
usr/lib/libnl-genl-3.so.200 -> usr/lib/libnl-genl-3.so.200.26.0
usr/lib/libnl-idiag-3.so -> usr/lib/libnl-idiag-3.so.200.26.0
usr/lib/libnl-idiag-3.so.200 -> usr/lib/libnl-idiag-3.so.200.26.0
usr/lib/libnl-nf-3.so -> usr/lib/libnl-nf-3.so.200.26.0
usr/lib/libnl-nf-3.so.200 -> usr/lib/libnl-nf-3.so.200.26.0
usr/lib/libnl-route-3.so -> usr/lib/libnl-route-3.so.200.26.0
