# path	elf_type	interp	needed (comma-separated)
usr/bin/lzmainfo	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,liblzma.so.5,libpthread.so.0
usr/bin/lzop	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,liblzo2.so.2
usr/bin/mail-lock	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,liblockfile.so.1
usr/bin/mail-touchlock	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,liblockfile.so.1
usr/bin/mail-unlock	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,liblockfile.so.1
usr/bin/mapscrn	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/masktest	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libcli-cldap-samba4.so,libcli-ldap-samba4.so,libcli-smb-common-samba4.so,libcliauth-samba4.so,libcmdline-credentials-samba4.so,libevents-samba4.so,libgensec-samba4.so,libndr-nbt.so.0,libndr.so.1,libpopt.so.0,libpthread.so.0,libreplace-samba4.so,libsamba-credentials.so.1,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-security-samba4.so,libsamba-sockets-samba4.so,libsamba-util.so.0,libsmbclient-raw-samba4.so,libtalloc.so.2,libtevent-util.so.0,libtevent.so.0
usr/bin/mc	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypto.so.1.1,libe2p.so.2,libglib-2.0.so.0,libgpm.so.2,libslang.so.2,libssh2.so.1,libssl.so.1.1,libutil.so.1,libz.so.1
usr/bin/mcookie	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6
usr/bin/mdfind	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libcmdline-contexts-samba4.so,libdcerpc-binding.so.0,liblibsmb-samba4.so,libmsrpc3-samba4.so,libndr-samba-samba4.so,libndr.so.1,libpopt-samba3-cmdline-samba4.so,libpopt-samba3-samba4.so,libpopt.so.0,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-util.so.0,libsmbconf.so.0,libtalloc.so.2,libtevent-util.so.0,libtevent.so.0,libutil-cmdline-samba4.so
usr/bin/memstat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/memtool	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/mkpasswd	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypt.so.1
usr/bin/mksh	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6
usr/bin/modplug123	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libao.so.4,libc.so.6,libdl.so.2,libmodplug.so.1,libpthread.so.0
usr/bin/more	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libbz2.so.1.0,libc.so.6,liblzma.so.5,libmagic.so.1,libncursesw.so.6,libpthread.so.0,libz.so.1
usr/bin/mount	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libmount.so.1,librt.so.1
usr/bin/mountpoint	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libmount.so.1,librt.so.1
usr/bin/mouse-dpi-tool	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libevdev.so.2
usr/bin/mpg123	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libmpg123.so.0,libout123.so.0,libpthread.so.0,librt.so.1
usr/bin/mpg123-id3dump	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libmpg123.so.0,libpthread.so.0,librt.so.1
usr/bin/mpg123-strip	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libmpg123.so.0,libpthread.so.0,librt.so.1
usr/bin/mpicalc	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgcrypt.so.20,libgpg-error.so.0
usr/bin/mpris-proxy	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdbus-1.so.3,libglib-2.0.so.0,libpthread.so.0
usr/bin/mtdev-test	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libmtdev.so.1
usr/bin/mvxattr	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libpopt.so.0,libpthread.so.0,libsamba-util.so.0,libtalloc.so.2
usr/bin/namei	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/nano	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libncursesw.so.6
usr/bin/ndrdump	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libdl.so.2,libndr-samba4.so,libndr.so.1,libpopt.so.0,libpthread.so.0,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-util.so.0,libtalloc.so.2
usr/bin/net	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libCHARSET3-samba4.so,libaddns-samba4.so,libads-samba4.so,libauth-samba4.so,libc.so.6,libcli-smb-common-samba4.so,libcli-spoolss-samba4.so,libcliauth-samba4.so,libcmdline-contexts-samba4.so,libcom_err-samba4.so.0,libdbwrap-samba4.so,libdcerpc-binding.so.0,libdcerpc-samba-samba4.so,libflag-mapping-samba4.so,libgenrand-samba4.so,libgensec-samba4.so,libgnutls.so.30,libgse-samba4.so,libgssapi-samba4.so.2,libkrb5-samba4.so.26,libkrb5samba-samba4.so,liblibcli-lsa3-samba4.so,liblibsmb-samba4.so,libmsrpc3-samba4.so,libndr-samba-samba4.so,libndr-standard.so.0,libndr.so.1,libnetapi.so.0,libpopt-samba3-cmdline-samba4.so,libpopt-samba3-samba4.so,libpopt.so.0,libprinting-migrate-samba4.so,libpthread.so.0,libreadline.so.8,libreplace-samba4.so,libsamba-credentials.so.1,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-passdb.so.0,libsamba-security-samba4.so,libsamba-util.so.0,libsamba3-util-samba4.so,libsamdb.so.0,libsecrets3-samba4.so,libserver-id-db-samba4.so,libsmbconf.so.0,libsmbd-base-samba4.so,libsmbd-shim-samba4.so,libtalloc.so.2,libtdb.so.1,libtevent-util.so.0,libtevent.so.0,libtrusts-util-samba4.so,libutil-reg-samba4.so,libutil-tdb-samba4.so,libwbclient.so.0
usr/bin/netcap	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap-ng.so.0
usr/bin/netcat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/netstat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/netstat-nat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/nettle-hash	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libnettle.so.8
usr/bin/nettle-lfib-stream	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgmp.so.10,libnettle.so.8
usr/bin/nettle-pbkdf2	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libnettle.so.8
usr/bin/newgrp	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypt.so.1
usr/bin/nmblookup	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libCHARSET3-samba4.so,libaddns-samba4.so,libc.so.6,libgenrand-samba4.so,libndr-nbt.so.0,libndr.so.1,libpopt-samba3-samba4.so,libpopt.so.0,libpthread.so.0,libreplace-samba4.so,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-sockets-samba4.so,libsamba-util.so.0,libsamba3-util-samba4.so,libsmbconf.so.0,libsocket-blocking-samba4.so,libtalloc.so.2,libtevent-util.so.0,libtevent.so.0
usr/bin/ntfs-3g	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdl.so.2,libntfs-3g.so.88,libpthread.so.0
usr/bin/ntfs-3g.probe	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libntfs-3g.so.88
usr/bin/ntfscat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libntfs-3g.so.88
usr/bin/ntfscluster	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libntfs-3g.so.88
usr/bin/ntfscmp	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libntfs-3g.so.88
usr/bin/ntfsfix	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libntfs-3g.so.88
usr/bin/ntfsinfo	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libntfs-3g.so.88
usr/bin/ntfsls	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libntfs-3g.so.88
usr/bin/ntlm_auth	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libauthkrb5-samba4.so,libc.so.6,libcliauth-samba4.so,libgenrand-samba4.so,libgensec-samba4.so,libgnutls.so.30,libgse-samba4.so,libpopt-samba3-samba4.so,libpopt.so.0,libpthread.so.0,libreplace-samba4.so,libsamba-credentials.so.1,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-security-samba4.so,libsamba-util.so.0,libsamba3-util-samba4.so,libsmbconf.so.0,libtalloc.so.2,libtevent-util.so.0,libtevent.so.0,libwbclient.so.0,libwinbind-client-samba4.so
usr/bin/ntp-keygen	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libatomic.so.1,libc.so.6,libcap.so.2,libcrypto.so.1.1,libdl.so.2,libevent_core-2.1.so.7,libm.so.6,libpthread.so.0,libssl.so.1.1
usr/bin/ntpdate	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libatomic.so.1,libc.so.6,libcap.so.2,libcrypto.so.1.1,libdl.so.2,libm.so.6,libpthread.so.0,libssl.so.1.1
usr/bin/ntpdc	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libatomic.so.1,libc.so.6,libcap.so.2,libcrypto.so.1.1,libdl.so.2,libm.so.6,libpthread.so.0,libssl.so.1.1
usr/bin/ntpq	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libatomic.so.1,libc.so.6,libcap.so.2,libcrypto.so.1.1,libdl.so.2,libm.so.6,libpthread.so.0,libssl.so.1.1
usr/bin/ntptime	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libcap.so.2,libm.so.6,libpthread.so.0
usr/bin/oLschema2ldif	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libgnutls.so.30,libldb.so.2,libldbsamba-samba4.so,libpopt.so.0,libsamba-debug-samba4.so,libsamba-hostconfig.so.0,libsamba-util.so.0,libsamdb-common-samba4.so,libtalloc.so.2
usr/bin/ogg123	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libao.so.4,libc.so.6,libcrypto.so.1.1,libcurl.so.4,libm.so.6,libogg.so.0,libpthread.so.0,libssl.so.1.1,libvorbis.so.0,libvorbisfile.so.3
usr/bin/oggdec	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6,libogg.so.0,libvorbis.so.0,libvorbisfile.so.3
usr/bin/oggenc	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6,libogg.so.0,libvorbis.so.0,libvorbisenc.so.2
usr/bin/ogginfo	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6,libogg.so.0,libvorbis.so.0
usr/bin/openssl	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libatomic.so.1,libc.so.6,libcrypto.so.1.1,libdl.so.2,libpthread.so.0,libssl.so.1.1
usr/bin/openvt	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/out123	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libout123.so.0,libpthread.so.0,librt.so.1
usr/bin/parse-edid	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/pcregrep	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libpcre.so.1,libpcreposix.so.0
usr/bin/pcretest	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libpcre.so.1,libpcreposix.so.0
usr/bin/pdbedit	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libpopt-samba3-samba4.so,libpopt.so.0,libreplace-samba4.so,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-passdb.so.0,libsamba-security-samba4.so,libsamba-util.so.0,libsamba3-util-samba4.so,libsecrets3-samba4.so,libsmbconf.so.0,libtalloc.so.2
usr/bin/perl	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypt.so.1,libdl.so.2,libm.so.6
usr/bin/picocom	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/ping	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2,libresolv.so.2
usr/bin/ping_pong	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6
usr/bin/pkcs1-conv	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgmp.so.10,libhogweed.so.6,libnettle.so.8
usr/bin/prlimit	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libsmartcols.so.1
usr/bin/procan	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypto.so.1.1,librt.so.1,libssl.so.1.1,libutil.so.1
usr/bin/profiles	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libpopt-samba3-samba4.so,libpopt.so.0,libpthread.so.0,libreplace-samba4.so,libsamba-debug-samba4.so,libsamba-security-samba4.so,libsamba-util.so.0,libsmbconf.so.0,libtalloc.so.2
usr/bin/pscap	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap-ng.so.0
usr/bin/psfxtable	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/python3.9	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypt.so.1,libdl.so.2,libm.so.6,libpthread.so.0,libpython3.9.so.1.0,libutil.so.1
usr/bin/rctest	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/regdiff	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libcmdline-credentials-samba4.so,libevents-samba4.so,libpopt.so.0,libregistry-samba4.so,libsamba-credentials.so.1,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-util.so.0,libtalloc.so.2
usr/bin/regpatch	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libcmdline-credentials-samba4.so,libevents-samba4.so,libpopt.so.0,libregistry-samba4.so,libsamba-credentials.so.1,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-util.so.0,libtalloc.so.2
usr/bin/regshell	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libcmdline-credentials-samba4.so,libevents-samba4.so,libndr.so.1,libpopt.so.0,libreadline.so.8,libregistry-samba4.so,libreplace-samba4.so,libsamba-credentials.so.1,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-security-samba4.so,libsamba-util.so.0,libtalloc.so.2,libutil-reg-samba4.so
usr/bin/regtree	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libcmdline-credentials-samba4.so,libevents-samba4.so,libpopt.so.0,libregistry-samba4.so,libsamba-credentials.so.1,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-util.so.0,libtalloc.so.2
usr/bin/rename	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/renice	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/rev	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/rfcomm	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/rpcclient	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libcli-smb-common-samba4.so,libcli-spoolss-samba4.so,libcliauth-samba4.so,libcmdline-contexts-samba4.so,libdcerpc-binding.so.0,libdcerpc-samba-samba4.so,libgensec-samba4.so,libgnutls.so.30,liblibcli-lsa3-samba4.so,liblibcli-netlogon3-samba4.so,liblibsmb-samba4.so,libmsrpc3-samba4.so,libndr-samba-samba4.so,libndr-samba4.so,libndr-standard.so.0,libndr.so.1,libpopt-samba3-cmdline-samba4.so,libpopt-samba3-samba4.so,libpopt.so.0,libreadline.so.8,libreplace-samba4.so,libsamba-credentials.so.1,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-passdb.so.0,libsamba-security-samba4.so,libsamba-util.so.0,libsamba3-util-samba4.so,libserver-role-samba4.so,libsmbconf.so.0,libtalloc.so.2,libtevent-util.so.0,libtevent.so.0,libtrusts-util-samba4.so,libutil-cmdline-samba4.so,libutil-reg-samba4.so
